team_1,team_2,date,score_1,score_2,posse_1,posse_2,acerto_1,acerto_2,chutes_1,chutes_2,defesas_1,defesas_2,y_cards_1,y_cards_2,r_cards_1,r_cards_2,faltas_1,faltas_2,escanteios_1,escanteios_2,cruzamentos_1,cruzamentos_2,contatos_1,contatos_2,jogada_aerea_1,jogada_aerea_2,defesas_1,defesas_2,impedimento_1,impedimento_2,tiro_meta_1,tiro_meta_2,lateral_1,lateral_2,home_away,league
Boavista,PaçosdeFerreira," segunda-feira Setembro 5, 2022",1,0,0.48,0.52,0.82,0.82,0.25,0.14,13,14,4,3,0,0,16,18,5,1,21,14,610,644,5,5,13,14,4,4,6,10,17,23,home,PrimeiraLiga
PaçosdeFerreira,Boavista," segunda-feira Setembro 5, 2022",0,1,0.52,0.48,0.82,0.82,0.14,0.25,14,13,3,4,0,0,18,16,1,5,14,21,644,610,5,5,14,13,4,4,10,6,23,17,away,PrimeiraLiga
Chaves,RioAve," segunda-feira Setembro 5, 2022",1,1,0.45,0.55,0.78,0.78,0.29,0.14,32,16,5,3,0,0,14,12,8,11,26,33,479,561,15,9,32,16,0,2,10,12,24,21,home,PrimeiraLiga
RioAve,Chaves," segunda-feira Setembro 5, 2022",1,1,0.55,0.45,0.78,0.78,0.14,0.29,16,32,3,5,0,0,12,14,11,8,33,26,561,479,9,15,16,32,2,0,12,10,21,24,away,PrimeiraLiga
VitóriaGuimarães,SantaClara," sexta-feira Setembro 9, 2022",1,0,0.56,0.44,0.78,0.72,0.33,0.5,23,19,4,5,0,0,11,17,6,5,13,16,578,485,14,19,23,19,2,4,10,6,27,24,home,PrimeiraLiga
SantaClara,VitóriaGuimarães," sexta-feira Setembro 9, 2022",0,1,0.44,0.56,0.72,0.78,0.5,0.33,19,23,5,4,0,0,17,11,5,6,16,13,485,578,19,14,19,23,4,2,6,10,24,27,away,PrimeiraLiga
Famalicão,Benfica," sábado Setembro 10, 2022",0,1,0.31,0.69,0.71,0.87,0.5,0.54,16,12,2,0,1,0,19,12,1,5,11,20,474,882,8,11,16,12,0,1,6,5,30,35,home,PrimeiraLiga
Benfica,Famalicão," sábado Setembro 10, 2022",1,0,0.69,0.31,0.87,0.71,0.54,0.5,12,16,0,2,0,1,12,19,5,1,20,11,882,474,11,8,12,16,1,0,5,6,35,30,away,PrimeiraLiga
SportingCP,Portimonense," sábado Setembro 10, 2022",4,0,0.61,0.39,0.86,0.78,0.35,0.25,7,19,3,3,0,0,7,13,8,3,16,14,696,494,5,13,7,19,1,1,6,12,10,16,home,PrimeiraLiga
Portimonense,SportingCP," sábado Setembro 10, 2022",0,4,0.39,0.61,0.78,0.86,0.25,0.35,19,7,3,3,0,0,13,7,3,8,14,16,494,696,13,5,19,7,1,1,12,6,16,10,away,PrimeiraLiga
Porto,Chaves," sábado Setembro 10, 2022",3,0,0.57,0.43,0.86,0.8,0.37,0.13,16,13,1,3,0,0,13,11,9,3,17,10,666,520,11,7,16,13,0,1,9,14,16,18,home,PrimeiraLiga
Chaves,Porto," sábado Setembro 10, 2022",0,3,0.43,0.57,0.8,0.86,0.13,0.37,13,16,3,1,0,0,11,13,3,9,10,17,520,666,7,11,13,16,1,0,14,9,18,16,away,PrimeiraLiga
PaçosdeFerreira,CasaPia," domingo Setembro 11, 2022",2,3,0.57,0.43,0.84,0.75,0.42,0.42,8,20,2,4,0,0,8,17,7,2,22,7,614,482,12,7,8,20,0,4,11,10,25,21,home,PrimeiraLiga
CasaPia,PaçosdeFerreira," domingo Setembro 11, 2022",3,2,0.43,0.57,0.75,0.84,0.42,0.42,20,8,4,2,0,0,17,8,2,7,7,22,482,614,7,12,20,8,4,0,10,11,21,25,away,PrimeiraLiga
Marítimo,GilVicenteFC," domingo Setembro 11, 2022",1,2,0.4,0.6,0.64,0.79,0.22,0.23,17,26,2,0,0,0,13,13,10,8,25,22,438,666,17,19,17,26,4,2,15,8,17,23,home,PrimeiraLiga
GilVicenteFC,Marítimo," domingo Setembro 11, 2022",2,1,0.6,0.4,0.79,0.64,0.23,0.22,26,17,0,2,0,0,13,13,8,10,22,25,666,438,19,17,26,17,2,4,8,15,23,17,away,PrimeiraLiga
Arouca,Boavista," domingo Setembro 11, 2022",1,2,0.34,0.66,0.69,0.83,0.17,0.4,19,21,1,2,2,0,10,15,2,5,14,24,431,713,15,18,19,21,4,3,11,6,21,20,home,PrimeiraLiga
Boavista,Arouca," domingo Setembro 11, 2022",2,1,0.66,0.34,0.83,0.69,0.4,0.17,21,19,2,1,0,2,15,10,5,2,24,14,713,431,18,15,21,19,3,4,6,11,20,21,away,PrimeiraLiga
RioAve,Braga," domingo Setembro 11, 2022",2,3,0.5,0.5,0.79,0.82,0.29,0.46,19,25,1,1,0,0,11,9,7,8,20,16,589,609,14,19,19,25,2,2,8,8,32,17,home,PrimeiraLiga
Braga,RioAve," domingo Setembro 11, 2022",3,2,0.5,0.5,0.82,0.79,0.46,0.29,25,19,1,1,0,0,9,11,8,7,16,20,609,589,19,14,25,19,2,2,8,8,17,32,away,PrimeiraLiga
Vizela,Estoril," segunda-feira Setembro 12, 2022",0,1,0.47,0.53,0.73,0.78,0.32,0.2,13,34,4,4,0,0,12,12,17,2,39,12,558,627,15,16,13,34,1,2,12,10,21,22,home,PrimeiraLiga
Estoril,Vizela," segunda-feira Setembro 12, 2022",1,0,0.53,0.47,0.78,0.73,0.2,0.32,34,13,4,4,0,0,12,12,2,17,12,39,627,558,16,15,34,13,2,1,10,12,22,21,away,PrimeiraLiga
Portimonense,Chaves," sexta-feira Setembro 16, 2022",1,0,0.5,0.5,0.74,0.74,0.36,0.24,28,26,4,2,0,1,20,15,9,7,23,23,598,580,6,11,28,26,1,0,8,7,28,32,home,PrimeiraLiga
Chaves,Portimonense," sexta-feira Setembro 16, 2022",0,1,0.5,0.5,0.74,0.74,0.24,0.36,26,28,2,4,1,0,15,20,7,9,23,23,580,598,11,6,26,28,0,1,7,8,32,28,away,PrimeiraLiga
SantaClara,PaçosdeFerreira," sábado Setembro 17, 2022",1,1,0.42,0.58,0.68,0.76,0.25,0.57,21,21,4,3,0,0,19,16,5,8,16,20,445,568,19,15,21,21,3,0,6,8,28,26,home,PrimeiraLiga
PaçosdeFerreira,SantaClara," sábado Setembro 17, 2022",1,1,0.58,0.42,0.76,0.68,0.57,0.25,21,21,3,4,0,0,16,19,8,5,20,16,568,445,15,19,21,21,0,3,8,6,26,28,away,PrimeiraLiga
GilVicenteFC,RioAve," sábado Setembro 17, 2022",2,2,0.62,0.38,0.82,0.7,0.39,0.63,7,27,4,6,0,0,13,17,7,4,29,11,625,420,12,7,7,27,0,4,9,12,26,19,home,PrimeiraLiga
RioAve,GilVicenteFC," sábado Setembro 17, 2022",2,2,0.38,0.62,0.7,0.82,0.63,0.39,27,7,6,4,0,0,17,13,4,7,11,29,420,625,7,12,27,7,4,0,12,9,19,26,away,PrimeiraLiga
Estoril,Porto," sábado Setembro 17, 2022",1,1,0.38,0.62,0.67,0.79,0.44,0.18,34,8,8,3,0,0,12,19,4,11,9,31,449,653,14,22,34,8,1,3,18,4,18,18,home,PrimeiraLiga
Porto,Estoril," sábado Setembro 17, 2022",1,1,0.62,0.38,0.79,0.67,0.18,0.44,8,34,3,8,0,0,19,12,11,4,31,9,653,449,22,14,8,34,3,1,4,18,18,18,away,PrimeiraLiga
Boavista,SportingCP," sábado Setembro 17, 2022",2,1,0.26,0.74,0.7,0.87,0.33,0.27,28,4,3,1,0,0,11,5,4,9,8,26,381,834,4,2,28,4,2,3,11,1,9,26,home,PrimeiraLiga
SportingCP,Boavista," sábado Setembro 17, 2022",1,2,0.74,0.26,0.87,0.7,0.27,0.33,4,28,1,3,0,0,5,11,9,4,26,8,834,381,2,4,4,28,3,2,1,11,26,9,away,PrimeiraLiga
Arouca,VitóriaGuimarães," domingo Setembro 18, 2022",2,2,0.5,0.5,0.76,0.75,0.6,0.36,25,22,6,3,0,0,12,11,3,6,15,21,533,548,11,12,25,22,2,4,13,4,17,26,home,PrimeiraLiga
VitóriaGuimarães,Arouca," domingo Setembro 18, 2022",2,2,0.5,0.5,0.75,0.76,0.36,0.6,22,25,3,6,0,0,11,12,6,3,21,15,548,533,12,11,22,25,4,2,4,13,26,17,away,PrimeiraLiga
CasaPia,Famalicão," domingo Setembro 18, 2022",1,0,0.51,0.49,0.8,0.79,0.35,0.1,14,19,1,1,0,0,18,13,8,4,21,20,651,616,17,15,14,19,1,2,7,6,15,15,home,PrimeiraLiga
Famalicão,CasaPia," domingo Setembro 18, 2022",0,1,0.49,0.51,0.79,0.8,0.1,0.35,19,14,1,1,0,0,13,18,4,8,20,21,616,651,15,17,19,14,2,1,6,7,15,15,away,PrimeiraLiga
Benfica,Marítimo," domingo Setembro 18, 2022",5,0,0.74,0.26,0.86,0.69,0.52,0.25,5,22,1,3,0,0,15,5,7,2,18,7,804,347,9,8,5,22,2,5,1,13,25,9,home,PrimeiraLiga
Marítimo,Benfica," domingo Setembro 18, 2022",0,5,0.26,0.74,0.69,0.86,0.25,0.52,22,5,3,1,0,0,5,15,2,7,7,18,347,804,8,9,22,5,5,2,13,1,9,25,away,PrimeiraLiga
Braga,Vizela," domingo Setembro 18, 2022",2,0,0.61,0.39,0.82,0.72,0.43,0.35,13,29,6,4,0,0,14,14,8,4,26,20,680,492,7,17,13,29,4,1,7,11,28,20,home,PrimeiraLiga
Vizela,Braga," domingo Setembro 18, 2022",0,2,0.39,0.61,0.72,0.82,0.35,0.43,29,13,4,6,0,0,14,14,4,8,20,26,492,680,17,7,29,13,1,4,11,7,20,28,away,PrimeiraLiga
SportingCP,GilVicenteFC," sexta-feira Setembro 30, 2022",3,1,0.63,0.37,0.84,0.78,0.44,0.45,8,18,4,1,0,0,9,6,3,2,20,4,766,515,7,6,8,18,8,1,5,9,19,21,home,PrimeiraLiga
GilVicenteFC,SportingCP," sexta-feira Setembro 30, 2022",1,3,0.37,0.63,0.78,0.84,0.45,0.44,18,8,1,4,0,0,6,9,2,3,4,20,515,766,6,7,18,8,1,8,9,5,21,19,away,PrimeiraLiga
Porto,Braga," sexta-feira Setembro 30, 2022",4,1,0.49,0.51,0.77,0.78,0.44,0.0,26,16,2,4,0,1,14,17,6,5,15,23,558,597,18,7,26,16,4,2,7,7,20,31,home,PrimeiraLiga
Braga,Porto," sexta-feira Setembro 30, 2022",1,4,0.51,0.49,0.78,0.77,0.0,0.44,16,26,4,2,1,0,17,14,5,6,23,15,597,558,7,18,16,26,2,4,7,7,31,20,away,PrimeiraLiga
Vizela,Portimonense," sábado Outubro 1, 2022",1,0,0.4,0.6,0.7,0.77,0.4,0.37,43,14,3,3,0,0,9,12,5,9,21,32,480,624,21,23,43,14,2,2,11,12,22,27,home,PrimeiraLiga
Portimonense,Vizela," sábado Outubro 1, 2022",0,1,0.6,0.4,0.77,0.7,0.37,0.4,14,43,3,3,0,0,12,9,9,5,32,21,624,480,23,21,14,43,2,2,12,11,27,22,away,PrimeiraLiga
Chaves,Estoril," sábado Outubro 1, 2022",1,1,0.45,0.55,0.76,0.78,0.25,0.23,24,20,3,3,0,0,13,15,4,8,20,27,471,529,13,13,24,20,2,1,10,9,25,31,home,PrimeiraLiga
Estoril,Chaves," sábado Outubro 1, 2022",1,1,0.55,0.45,0.78,0.76,0.23,0.25,20,24,3,3,0,0,15,13,8,4,27,20,529,471,13,13,20,24,1,2,9,10,31,25,away,PrimeiraLiga
VitóriaGuimarães,Benfica," sábado Outubro 1, 2022",0,0,0.35,0.65,0.66,0.81,0.14,0.14,27,18,4,1,0,0,17,22,5,6,17,20,455,703,15,21,27,18,1,1,12,4,22,29,home,PrimeiraLiga
Benfica,VitóriaGuimarães," sábado Outubro 1, 2022",0,0,0.65,0.35,0.81,0.66,0.14,0.14,18,27,1,4,0,0,22,17,6,5,20,17,703,455,21,15,18,27,1,1,4,12,29,22,away,PrimeiraLiga
RioAve,SantaClara," domingo Outubro 2, 2022",1,0,0.56,0.44,0.86,0.74,0.5,0.17,25,11,2,3,0,1,11,12,1,8,11,21,683,521,15,11,25,11,2,1,6,7,22,26,home,PrimeiraLiga
SantaClara,RioAve," domingo Outubro 2, 2022",0,1,0.44,0.56,0.74,0.86,0.17,0.5,11,25,3,2,1,0,12,11,8,1,21,11,521,683,11,15,11,25,1,2,7,6,26,22,away,PrimeiraLiga
PaçosdeFerreira,Arouca," domingo Outubro 2, 2022",1,1,0.48,0.52,0.74,0.76,0.5,0.33,21,16,3,2,0,0,16,15,3,5,21,20,561,585,12,11,21,16,0,4,13,7,22,35,home,PrimeiraLiga
Arouca,PaçosdeFerreira," domingo Outubro 2, 2022",1,1,0.52,0.48,0.76,0.74,0.33,0.5,16,21,2,3,0,0,15,16,5,3,20,21,585,561,11,12,16,21,4,0,7,13,35,22,away,PrimeiraLiga
Famalicão,Boavista," domingo Outubro 2, 2022",4,0,0.41,0.59,0.79,0.82,0.5,0.1,33,12,1,3,0,0,17,17,1,5,13,22,489,617,12,5,33,12,0,1,5,3,24,26,home,PrimeiraLiga
Boavista,Famalicão," domingo Outubro 2, 2022",0,4,0.59,0.41,0.82,0.79,0.1,0.5,12,33,3,1,0,0,17,17,5,1,22,13,617,489,5,12,12,33,1,0,3,5,26,24,away,PrimeiraLiga
Marítimo,CasaPia," segunda-feira Outubro 3, 2022",1,2,0.62,0.38,0.81,0.74,0.11,0.11,5,37,2,4,1,0,14,19,10,3,32,12,667,468,14,11,5,37,1,2,8,17,29,10,home,PrimeiraLiga
CasaPia,Marítimo," segunda-feira Outubro 3, 2022",2,1,0.38,0.62,0.74,0.81,0.11,0.11,37,5,4,2,0,1,19,14,3,10,12,32,468,667,11,14,37,5,2,1,17,8,10,29,away,PrimeiraLiga
GilVicenteFC,Estoril," sexta-feira Outubro 7, 2022",0,1,0.48,0.52,0.75,0.78,0.25,0.27,22,31,4,4,0,0,21,13,7,3,26,17,556,598,13,15,22,31,4,0,7,13,29,16,home,PrimeiraLiga
Estoril,GilVicenteFC," sexta-feira Outubro 7, 2022",1,0,0.52,0.48,0.78,0.75,0.27,0.25,31,22,4,4,0,0,13,21,3,7,17,26,598,556,15,13,31,22,0,4,13,7,16,29,away,PrimeiraLiga
SantaClara,SportingCP," sábado Outubro 8, 2022",1,2,0.33,0.67,0.7,0.84,0.67,0.27,15,22,4,3,0,0,10,16,3,5,11,15,438,773,10,12,15,22,2,3,9,3,17,20,home,PrimeiraLiga
SportingCP,SantaClara," sábado Outubro 8, 2022",2,1,0.67,0.33,0.84,0.7,0.27,0.67,22,15,3,4,0,0,16,10,5,3,15,11,773,438,12,10,22,15,3,2,3,9,20,17,away,PrimeiraLiga
Benfica,RioAve," sábado Outubro 8, 2022",4,2,0.65,0.35,0.91,0.83,0.31,0.38,15,13,1,2,0,0,3,10,8,3,26,13,888,516,6,5,15,13,2,1,3,13,20,14,home,PrimeiraLiga
RioAve,Benfica," sábado Outubro 8, 2022",2,4,0.35,0.65,0.83,0.91,0.38,0.31,13,15,2,1,0,0,10,3,3,8,13,26,516,888,5,6,13,15,1,2,13,3,14,20,away,PrimeiraLiga
Portimonense,Porto," sábado Outubro 8, 2022",0,2,0.43,0.57,0.75,0.79,0.17,0.39,29,15,4,2,0,0,12,7,1,5,16,16,541,664,15,19,29,15,0,1,13,8,34,36,home,PrimeiraLiga
Porto,Portimonense," sábado Outubro 8, 2022",2,0,0.57,0.43,0.79,0.75,0.39,0.17,15,29,2,4,0,0,7,12,5,1,16,16,664,541,19,15,15,29,1,0,8,13,36,34,away,PrimeiraLiga
PaçosdeFerreira,VitóriaGuimarães," sábado Outubro 8, 2022",0,1,0.66,0.34,0.82,0.72,0.3,0.18,11,46,7,7,0,0,23,17,14,3,49,8,603,394,10,17,11,46,3,0,8,12,22,11,home,PrimeiraLiga
VitóriaGuimarães,PaçosdeFerreira," sábado Outubro 8, 2022",1,0,0.34,0.66,0.72,0.82,0.18,0.3,46,11,7,7,0,0,17,23,3,14,8,49,394,603,17,10,46,11,0,3,12,8,11,22,away,PrimeiraLiga
Boavista,Marítimo," domingo Outubro 9, 2022",1,1,0.56,0.44,0.77,0.73,0.25,0.23,14,22,2,5,0,0,20,17,8,8,22,22,621,512,24,20,14,22,2,1,10,7,22,12,home,PrimeiraLiga
Marítimo,Boavista," domingo Outubro 9, 2022",1,1,0.44,0.56,0.73,0.77,0.23,0.25,22,14,5,2,0,0,17,20,8,8,22,22,512,621,20,24,22,14,1,2,7,10,12,22,away,PrimeiraLiga
CasaPia,Vizela," domingo Outubro 9, 2022",0,1,0.59,0.41,0.8,0.75,0.42,0.63,11,26,3,1,0,0,12,15,8,1,25,8,691,531,16,13,11,26,0,2,9,12,23,22,home,PrimeiraLiga
Vizela,CasaPia," domingo Outubro 9, 2022",1,0,0.41,0.59,0.75,0.8,0.63,0.42,26,11,1,3,0,0,15,12,1,8,8,25,531,691,13,16,26,11,2,0,12,9,22,23,away,PrimeiraLiga
Braga,Chaves," domingo Outubro 9, 2022",0,1,0.66,0.34,0.82,0.68,0.17,0.17,5,41,5,6,0,0,13,12,13,1,52,8,739,457,20,14,5,41,1,2,7,21,23,16,home,PrimeiraLiga
Chaves,Braga," domingo Outubro 9, 2022",1,0,0.34,0.66,0.68,0.82,0.17,0.17,41,5,6,5,0,0,12,13,1,13,8,52,457,739,14,20,41,5,2,1,21,7,16,23,away,PrimeiraLiga
Arouca,Famalicão," segunda-feira Outubro 10, 2022",4,1,0.52,0.48,0.79,0.79,0.43,0.45,16,14,0,4,0,0,17,15,3,5,7,23,551,516,10,13,16,14,0,3,5,5,32,19,home,PrimeiraLiga
Famalicão,Arouca," segunda-feira Outubro 10, 2022",1,4,0.48,0.52,0.79,0.79,0.45,0.43,14,16,4,0,0,0,15,17,5,3,23,7,516,551,13,10,14,16,3,0,5,5,19,32,away,PrimeiraLiga
Porto,Benfica," sexta-feira Outubro 21, 2022",0,1,0.32,0.68,0.6,0.83,0.36,0.31,14,17,5,7,0,0,14,19,4,4,17,16,379,697,28,22,14,17,3,1,9,7,28,23,home,PrimeiraLiga
Benfica,Porto," sexta-feira Outubro 21, 2022",1,0,0.68,0.32,0.83,0.6,0.31,0.36,17,14,7,5,0,0,19,14,4,4,16,17,697,379,22,28,17,14,1,3,7,9,23,28,away,PrimeiraLiga
Famalicão,PaçosdeFerreira," sábado Outubro 22, 2022",2,1,0.52,0.48,0.81,0.76,0.2,0.08,19,14,2,3,0,0,10,14,3,8,18,31,543,491,17,15,19,14,1,0,9,10,27,23,home,PrimeiraLiga
PaçosdeFerreira,Famalicão," sábado Outubro 22, 2022",1,2,0.48,0.52,0.76,0.81,0.08,0.2,14,19,3,2,0,0,14,10,8,3,31,18,491,543,15,17,14,19,0,1,10,9,23,27,away,PrimeiraLiga
Estoril,Braga," sábado Outubro 22, 2022",0,2,0.51,0.49,0.79,0.78,0.5,0.5,17,20,3,1,0,0,16,13,5,7,23,17,557,527,14,14,17,20,1,5,6,9,21,26,home,PrimeiraLiga
Braga,Estoril," sábado Outubro 22, 2022",2,0,0.49,0.51,0.78,0.79,0.5,0.5,20,17,1,3,0,0,13,16,7,5,17,23,527,557,14,14,20,17,5,1,9,6,26,21,away,PrimeiraLiga
SportingCP,CasaPia," sábado Outubro 22, 2022",3,1,0.64,0.36,0.88,0.8,0.38,0.3,9,22,2,5,0,0,16,15,7,3,20,6,785,506,6,6,9,22,3,4,6,9,16,12,home,PrimeiraLiga
CasaPia,SportingCP," sábado Outubro 22, 2022",1,3,0.36,0.64,0.8,0.88,0.3,0.38,22,9,5,2,0,0,15,16,3,7,6,20,506,785,6,6,22,9,4,3,9,6,12,16,away,PrimeiraLiga
Marítimo,Arouca," domingo Outubro 23, 2022",1,1,0.47,0.53,0.7,0.72,0.25,0.31,19,19,1,3,0,0,13,13,5,5,22,12,529,573,18,18,19,19,3,2,10,8,25,21,home,PrimeiraLiga
Arouca,Marítimo," domingo Outubro 23, 2022",1,1,0.53,0.47,0.72,0.7,0.31,0.25,19,19,3,1,0,0,13,13,5,5,12,22,573,529,18,18,19,19,2,3,8,10,21,25,away,PrimeiraLiga
Vizela,SantaClara," domingo Outubro 23, 2022",0,1,0.43,0.57,0.56,0.71,0.17,0.17,19,29,3,6,1,0,13,24,5,2,16,13,429,547,17,17,19,29,1,4,15,8,23,19,home,PrimeiraLiga
SantaClara,Vizela," domingo Outubro 23, 2022",1,0,0.57,0.43,0.71,0.56,0.17,0.17,29,19,6,3,0,1,24,13,2,5,13,16,547,429,17,17,29,19,4,1,8,15,19,23,away,PrimeiraLiga
Chaves,GilVicenteFC," domingo Outubro 23, 2022",3,1,0.5,0.5,0.82,0.82,0.5,0.33,15,15,1,2,0,1,7,12,5,1,21,13,617,610,5,6,15,15,4,0,9,10,16,21,home,PrimeiraLiga
GilVicenteFC,Chaves," domingo Outubro 23, 2022",1,3,0.5,0.5,0.82,0.82,0.33,0.5,15,15,2,1,1,0,12,7,1,5,13,21,610,617,6,5,15,15,0,4,10,9,21,16,away,PrimeiraLiga
VitóriaGuimarães,Boavista," domingo Outubro 23, 2022",3,2,0.66,0.34,0.79,0.66,0.47,0.5,5,22,3,6,0,1,17,19,9,1,31,3,638,407,14,16,5,22,2,1,5,9,26,20,home,PrimeiraLiga
Boavista,VitóriaGuimarães," domingo Outubro 23, 2022",2,3,0.34,0.66,0.66,0.79,0.5,0.47,22,5,6,3,1,0,19,17,1,9,3,31,407,638,16,14,22,5,1,2,9,5,20,26,away,PrimeiraLiga
RioAve,Portimonense," segunda-feira Outubro 24, 2022",1,0,0.66,0.34,0.85,0.71,0.36,0.25,10,21,3,1,0,1,13,15,3,2,17,16,702,424,13,18,10,21,4,2,9,11,25,19,home,PrimeiraLiga
Portimonense,RioAve," segunda-feira Outubro 24, 2022",0,1,0.34,0.66,0.71,0.85,0.25,0.36,21,10,1,3,1,0,15,13,2,3,16,17,424,702,18,13,21,10,2,4,11,9,19,25,away,PrimeiraLiga
PaçosdeFerreira,Marítimo," sexta-feira Outubro 28, 2022",0,1,0.52,0.48,0.71,0.7,0.4,0.44,19,23,2,4,0,0,26,12,6,10,23,25,507,509,14,17,19,23,2,1,12,6,38,26,home,PrimeiraLiga
Marítimo,PaçosdeFerreira," sexta-feira Outubro 28, 2022",1,0,0.48,0.52,0.7,0.71,0.44,0.4,23,19,4,2,0,0,12,26,10,6,25,23,509,507,17,14,23,19,1,2,6,12,26,38,away,PrimeiraLiga
SantaClara,Porto," sábado Outubro 29, 2022",1,1,0.36,0.64,0.6,0.8,0.56,0.27,21,16,4,1,0,0,13,13,5,6,18,16,436,711,21,21,21,16,1,1,17,11,21,22,home,PrimeiraLiga
Porto,SantaClara," sábado Outubro 29, 2022",1,1,0.64,0.36,0.8,0.6,0.27,0.56,16,21,1,4,0,0,13,13,6,5,16,18,711,436,21,21,16,21,1,1,11,17,22,21,away,PrimeiraLiga
Benfica,Chaves," sábado Outubro 29, 2022",5,0,0.65,0.35,0.89,0.82,0.5,0.29,7,16,2,2,0,0,17,12,13,2,29,8,741,444,5,10,7,16,3,1,6,11,16,12,home,PrimeiraLiga
Chaves,Benfica," sábado Outubro 29, 2022",0,5,0.35,0.65,0.82,0.89,0.29,0.5,16,7,2,2,0,0,12,17,2,13,8,29,444,741,10,5,16,7,1,3,11,6,12,16,away,PrimeiraLiga
Arouca,SportingCP," sábado Outubro 29, 2022",1,0,0.36,0.64,0.74,0.83,0.5,0.3,32,11,5,3,0,0,12,6,4,11,9,37,477,728,6,11,32,11,1,2,15,1,14,24,home,PrimeiraLiga
SportingCP,Arouca," sábado Outubro 29, 2022",0,1,0.64,0.36,0.83,0.74,0.3,0.5,11,32,3,5,0,0,6,12,11,4,37,9,728,477,11,6,11,32,2,1,1,15,24,14,away,PrimeiraLiga
Boavista,Vizela," domingo Outubro 30, 2022",2,2,0.63,0.37,0.81,0.67,0.2,0.71,19,22,3,7,0,0,8,20,6,1,25,11,714,464,16,16,19,22,3,0,5,12,24,21,home,PrimeiraLiga
Vizela,Boavista," domingo Outubro 30, 2022",2,2,0.37,0.63,0.67,0.81,0.71,0.2,22,19,7,3,0,0,20,8,1,6,11,25,464,714,16,16,22,19,0,3,12,5,21,24,away,PrimeiraLiga
Portimonense,Estoril," domingo Outubro 30, 2022",1,1,0.55,0.45,0.76,0.74,0.23,0.5,12,21,5,7,0,0,22,16,11,7,37,13,539,491,13,16,12,21,2,3,5,9,16,20,home,PrimeiraLiga
Estoril,Portimonense," domingo Outubro 30, 2022",1,1,0.45,0.55,0.74,0.76,0.5,0.23,21,12,7,5,0,0,16,22,7,11,13,37,491,539,16,13,21,12,3,2,9,5,20,16,away,PrimeiraLiga
CasaPia,RioAve," domingo Outubro 30, 2022",1,0,0.47,0.53,0.78,0.8,0.18,0.0,17,13,2,3,0,0,18,22,3,4,7,20,561,625,16,11,17,13,3,0,10,7,18,22,home,PrimeiraLiga
RioAve,CasaPia," domingo Outubro 30, 2022",0,1,0.53,0.47,0.8,0.78,0.0,0.18,13,17,3,2,0,0,22,18,4,3,20,7,625,561,11,16,13,17,0,3,7,10,22,18,away,PrimeiraLiga
GilVicenteFC,Braga," domingo Outubro 30, 2022",0,1,0.46,0.54,0.76,0.77,0.38,0.43,25,23,4,3,0,0,16,16,5,8,25,29,562,626,11,12,25,23,1,5,6,6,23,22,home,PrimeiraLiga
Braga,GilVicenteFC," domingo Outubro 30, 2022",1,0,0.54,0.46,0.77,0.76,0.43,0.38,23,25,3,4,0,0,16,16,8,5,29,25,626,562,12,11,23,25,5,1,6,6,22,23,away,PrimeiraLiga
VitóriaGuimarães,Famalicão," segunda-feira Outubro 31, 2022",3,2,0.49,0.51,0.78,0.77,0.46,0.44,22,13,4,5,0,1,19,20,1,7,11,21,552,557,15,23,22,13,1,2,4,5,26,26,home,PrimeiraLiga
Famalicão,VitóriaGuimarães," segunda-feira Outubro 31, 2022",2,3,0.51,0.49,0.77,0.78,0.44,0.46,13,22,5,4,1,0,20,19,7,1,21,11,557,552,23,15,13,22,2,1,5,4,26,26,away,PrimeiraLiga
GilVicenteFC,Portimonense," sexta-feira Novembro 4, 2022",1,2,0.53,0.47,0.82,0.82,0.32,0.41,6,32,2,1,0,0,12,13,4,3,30,13,659,620,11,12,6,32,0,4,7,10,19,17,home,PrimeiraLiga
Portimonense,GilVicenteFC," sexta-feira Novembro 4, 2022",2,1,0.47,0.53,0.82,0.82,0.41,0.32,32,6,1,2,0,0,13,12,3,4,13,30,620,659,12,11,32,6,4,0,10,7,17,19,away,PrimeiraLiga
Vizela,Arouca," sábado Novembro 5, 2022",0,1,0.48,0.52,0.66,0.74,0.23,0.29,9,36,1,4,0,0,5,13,11,2,44,11,563,626,25,23,9,36,5,1,9,18,33,21,home,PrimeiraLiga
Arouca,Vizela," sábado Novembro 5, 2022",1,0,0.52,0.48,0.74,0.66,0.29,0.23,36,9,4,1,0,0,13,5,2,11,11,44,626,563,23,25,36,9,1,5,18,9,21,33,away,PrimeiraLiga
Porto,PaçosdeFerreira," sábado Novembro 5, 2022",4,0,0.64,0.36,0.86,0.74,0.39,0.33,22,14,2,3,0,0,16,8,4,6,14,16,740,455,16,8,22,14,3,1,2,12,13,17,home,PrimeiraLiga
PaçosdeFerreira,Porto," sábado Novembro 5, 2022",0,4,0.36,0.64,0.74,0.86,0.33,0.39,14,22,3,2,0,0,8,16,6,4,16,14,455,740,8,16,14,22,1,3,12,2,17,13,away,PrimeiraLiga
SportingCP,VitóriaGuimarães," sábado Novembro 5, 2022",3,0,0.62,0.38,0.83,0.79,0.35,0.0,4,27,1,5,0,0,16,10,11,3,36,4,645,459,12,5,4,27,4,0,7,13,15,17,home,PrimeiraLiga
